,0
5878,"It is not unethical to choose a higher-salaried job .
"
5879,"Negotiable , bank-backed business credit instruments typically financing an import order .
"
5880,"A form of asbestos once used to make Kent cigarette filters has caused a high percentage of cancer deaths among a group of workers exposed to it more than 30 years ago , researchers reported .
"
5881,"For the nine months , the company reported a net loss of $ 608,413 , or 39 cents a share , compared with year-earlier net income of $ 967,809 , or 62 cents a share .
"
5882,"In fiscal 1988 , the company earned $ 17.3 million , or $ 1.92 a share , on revenue of $ 352.9 million .
"
5883,"Analysts saw the latest offer as proof that Mr. Simmons , an aggressive and persistent investor , wo n't leave Georgia Gulf alone until some kind of transaction is completed .
"
5884,"Due to continuingly high gold prices tied * to uncertainty about the U.S. currency , investor interest was directed toward oil and mining shares , which traders called a `` defensive '' action frequently taken when the dollar is expected to fall or during times of inflation .
"
5885,"'' Retail sales also were reported slow in most districts , particularly `` for discretionary , big-ticket items such as furniture , home appliances and consumer electronics .
"
5886,"Only a marginal increase in per capita income in 1991/92 can be mainly attributed to the decline in agriculture production.
"
5887,"When Warren Winiarski , proprietor of Stag 's Leap Wine Cellars in Napa Valley , announced a $ 75 price tag for his 1985 Cask 23 Cabernet this fall , few wine shops and restaurants around the country balked .
"
5888,"'' Until the baby-faced heroes of today reclaim these ballparks for spring training , there is one more .
"
5889,"You ca n't hold back technology .
"
5890,"Thus, at constant prices the regular expenditure recorded as growth from 2.8 percent in 1972/73 to 4.5 percent in 1989/90.
"
5891,"Stocks closed higher in Hong Kong , Manila , Singapore , Sydney and Wellington , but were lower in Seoul .
"
5892,"Projects more likely to benefit small farmers and backward communities,
"
5893,"During this period, as shown by the review, money supply (m2) recorded an average annual growth of 17.7 percent.
"
5894,"Payouts on the S&P 500 stocks rose 10 % in 1988 , according to Standard & Poor 's Corp. , and Wall Street estimates for 1989 growth are generally between 9 % and 14 % .
"
5895,"Shipments have been relatively level since January , the Commerce Department noted .
"
5896,"UNESCO is now holding its biennial meetings in Paris to devise its next projects .
"
5897,"We have no doubt this is one reason judges in New York and justices on the Supreme Court are willing to trash the law in the DES cases .
"
5898,"Whether one likes it or not, one cannot do without neighbors.
"
5899,"Dunkin' is based in Randolph , Mass .
"
5900,"The Soviet Union wants much of it delivered by January , which would be a strain in most years .
"
5901,"Abuse of alcohol, tobacco, drugs and sex carries with it automatic retribution.
"
5902,"The utility has been collecting for the plant 's construction cost from its 3.1 million customers subject to a refund since 1986 .
"
5903,"United Illuminating is based in New Haven , Conn. , and Northeast is based in Hartford , Conn .
"
5904,"The materials in each set reach about 90 students .
"
5905,"Substantial foreign exchange was earned from the tourist sector during the period from 1961/62 to 1989/90.
"
5906,"3.
"
5907,"At present, owing to the execessive liquidity in the economy, while the rate of consumption in increasing, the rate of savings in on the decline.
"
5908,"The communication sector was in fact stagnated as the media of communication were within the government control.
"
5909,"Michelin Tyre is a unit of France 's Michelin S.A .
"
5910,"The level of their work increases.
"
5911,"Timex had requested duty-free treatment for many types of watches , covered by 58 different U.S. tariff classifications .
"
5912,"This is merly 6.5 percent of gross domestic product.
"
5913,"Pressure to succeed in examinations may also be detrimental to the students.
"
5914,"Old Spaghetti Warehouse rose 1 to 16 1/8 .
"
5915,"In addition, most of our public infrastructure, public transport and government buildings are not disabled-friendly.
"
5916,"It is because of the importance of forests that they should be preserved.
"
5917,"A second ship is now expected to be delivered late next year or early in 1991 .
"
5918,"The principal reason behind the fall in current account deficit was the slackness experienced in the increase of trade deficit.
"
5919,"`` An active 55-year-old in Boca Raton may care more about Senior Olympic games , while a 75-year-old in Panama City may care more about a seminar on health , '' she says .
"
5920,"While planning for irrigation development, it is also necessary to maintain co-ordination between irrigation and agricultural production programmes towards achieving maximum benefit.
"
5921,"One of Ronald Reagan's attributes as President was that he rarely gave his blessing to the claptrap that passes for `` consensus '' in various international institutions .
"
5922,"Stock prices closed higher in Stockholm , Amsterdam and Frankfurt and lower in Zurich .
"
5923,"By attending to the vehicle regularly a lot of miseries could be avoided.
"
5924,"Speculation had it that the company was asking $ 100 million for an operation said * to be losing about $ 20 million a year , but others said Hearst might have virtually given the paper away .
"
5925,"It is thought that both man and woman must be equally educated and they are like the two wings of a bird.
"
5926,"'' Most in demand : classic photographs by masters such as Stieglitz and Man Ray .
"
5927,"The 1990 appropriations bills also contain a number of `` muzzling '' provisions that violate the recommendation clause in Article II of the Constitution .
"
