,0
3663,"On the way to the market. Atghor, Swarupkathi, Bangladesh | 2015©Md. Moyazzem Mostakim, Used with permission 
"
3664,"Chinese vessel Cosco Shipping Panama was the first ship that sailed through the newly extended Panama Canal, thus opening traffic into the new locks at Agua Clara at the Atlantic watershed.
"
3665,"AY: I do it in two ways. In my talk, I stress the importance of taking care of the earth, and explore the different dynamics of Mother Nature in a very basic way. 
"
3666,"In spite of the harsh conditions and deaths happening every year during ascents, people never seem to get over the thrill associated with climbing Everest.
"
3667,"A dried-up pond in Pindaya Township in Southern Shan State on April 28.
"
3668,"As a result, the Kusundas do not even speak their mother tongue at home. 
"
3669,"Spanish-language Wikipedia defines soot as: ...tiny solid particles, from 100 nanometres (100 nm) to 5 microns (5 μm) maximum. Mostly composed of impure coal, crushed, and generally dark in colour or blackish resulting from the incomplete combustion of a material (wood, coal, etc). 	 
"
3670,"According to many stories about Salahesh, he was a Dusadh, a member of the so-called untouchable community. 
"
3671,"In her story the men succeeded in stripping the heroine naked.
"
3672,"While some technical experts suggested an inadequate drainage system was partly responsible, observers on Twitter noted: 
"
3673,"Hunters inspect four dead tigers and a deer. Image courtesy of The Australian National University Digital Collections Library. From Public domain. 
"
3674,"ActionAid also emphasizes that the ""Village Book"" or ""Village Facebook"" is not the answer to Myanmar’s socio-economic problems, asserting that “comprehensive development requires policymakers at regional and national levels to bring a macro-level vision for just and equitable progress.”
"
3675,"The Zika virus is causing a bit of a panic in the Caribbean after Brazilian health authorities noticed an unusually high incidence of microcephaly in areas of the country that have high mosquito populations.
"
3676,"When we can buy them in lots, the cost will be lower.
"
3677,"Don’t forget though…"" tweets @Andy_Wirral, who shares the photograph above
"
3678,"The below image is from one of the historic royal hunts with British royals as guests – killing several wild animals.
"
3679,"In the east, Ann-Marie Vaz shared photos: 
"
3680,"When her friend joins her, it seems like a competition between the traditional dress she is wearing and the modern dress her mate is adorning.
"
3681,"We have heard world leaders commend the collective decision made by 195 countries to reduce global emissions in order to not only avoid the 2 ºC warming but pledging to a 1.5 degrees limit. Even as we begin, we dare to hope that this path will one day lead to the end of the combustion of fossil fuels. 
"
3682,"Sambeet Chakraborty writes on Facebook: 
"
3683,"Tremendous damage to the streets of Portland, O God!
"
3684,"A month later she entered the 180-kilometer Mustang Trail Race in Nepal — that's nearly 112 miles — and won again. 
"
3685,"Men at the front of the bazaar, where chickens are traded. (Photo and caption by Chan Son / The Irrawaddy) 
"
3686,"To succeed in electing women candidates, political parties need to prepare and create the conditions to encourage women participation in elections.
"
3687,"Why don’t the authorities listen to our voices? Our Buffaloes are dying because of the river drying up. 
"
3688,"And here are some of the sketches and paintings of common people around that time:
"
3689,"From Public domain.
"
3690,"Due to the size and scope of the rainfall, flooding and landslides, it was difficult to grasp the sheer scale of multiple disasters occurring simultaneously all over western Japan. Over the weekend, mapping researcher Hidenori Watanave created an interactive tool that used Google Earth to identify damaged infrastructure across the region. Watanave said the tool will soon be online and available for use by the public. 
"
3691,"Created from mud on the mud walls of houses in Jharkhand 
"
3692,"Image from the Facebook page of the White Butterfly project. Used with permission.
"
3693,"In a document about the current crisis, the Deputy Rural Cooperative Organization of Ahwaz explained that ‘the inflow volume of Karoon River water has been severely reduced. 
"
3694,"Sumba, like much of Indonesia, is blessed with an abundance of natural wind, solar and flowing water.
"
3695,"Many also added that it’s misleading to blame rice for causing diabetes, reminding the HPB that Singaporeans and majority of Asians have been eating rice for thousands of years. 
"
3696,"GV: Did you ever encounter prejudice? 
"
3697,"In the year 2016, the Senate of Pakistan passed a law which first declared sexual assault on minority, child-related pornography, and selling of drugs illegally. But implementation of this law has been a challenge because it requires that it is necessary to conduct resource consolidation, training to law enforcement agencies, and campaigns related to awareness.
"
3698,"India has voted in favor of the United Nations Declaration on the Rights of Indigenous Peoples (UNDRIP) but does not recognize the term ‘indigenous peoples’ itself, making the declaration inapplicable to India. 
"
3699,"#China pic.twitter.com/bEYkrEd69O — China in WW2 (@chinaww2) January 9, 2016 While many of the images appear to be posed, there are some stunning documentary finds:
"
3700,"Researchers from Google, who have been experimenting with artificial neural networks and image recognition, call this combination technique Inceptionism, inspired by the deep neural net architecture and the ""We need to go deeper"" meme from the movie Inception, itself a speculation on the relationship between dreams and reality.
"
3701,"The Make Love Not Scars center is a point of pride for Sharma, and not just because she fought so hard to open it. In addition to providing survivors with skills and resources, the center provides full-time employment for three Delhi women and a rotating team of teachers. One of these employees is herself an acid attack survivor. 
"
3702,"One could speculate that the Japanese militarism of the early Showa period has simply been channeled into fanatical devotion to the principle of economic growth. 
"
3703,"AG: One of the main constraints is a lack of internet access and telecommunications in most villages, including Maruranau, where the WWA centre is located. 
"
3704,"Nelson Mandela was the first democratically elected president of South Africa. 
"
3705,"My FB right now #EgyptAir — S. Rifai (@THE_47th) March 29, 2016
"
3706,"Used with Permission There are also many efforts by other organizations to fight against TB in India.
"
3707,"Summer typically does not begin until March, but temperatures are already relatively intense.
"
3708,"The launch of ballistic missiles.
"
3709,"Having been invited by Prime Minister Chandra Shamsher Rana, the hunting team shot dead 18 rhinos, 39 tigers and 4 sloth bears from December 18-28, 1911.
"
3710,"The Twitter account provides images of a long war that has largely been forgotten in both Japan and in the West, despite lasting nearly 15 years until Japan's defeat in 1945. 
"
